UK_4,0.00494,0.33138,0,0.16384,0.00354,0.00024,0.00396,0.4921,0
Underberg_KZN_RSA_0,0,0,0.2223,0,0,0,0,0,0.7776
Valayar_0,0,0.02175,0,0.6198,0,0,0.3584,0,0
Vanuatu_1,0.0527,0.04545,0,0.02125,0.0033,0.7048,0.103,0.06955,0
Vanuatu_3,0.040414286,0,0,0,0.000271429,0.8072,0.152057143,0,0
Vietnamese_1,0.56858,0,0,0,0,0,0.43136,0,0
Vietnamese_2,0.55782,0,0,0,0,0,0.44212,0,0
Vietnamese_3,0.5811,0,0,0,0,0,0.4188,0,0
Yoruba_1,0,0,0.022666667,0,0,0,0,0,0.977266667
Yoruba_2,0,0,0.02735,0,0,0,0,0,0.972575
Yoruba_3,0,0,0.03725,0,0,0,0,0,0.96275
Yoruba_4,0,0,0.014733333,0,0,0,0,0,0.9852
